Contig name,Number of restriction sites,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,Contig annotation,Is Viral
k141_6602,130,12874,113.692,765,gossypii,False
k141_1359,49,5377,57.5194,687,paradoxus,False
k141_9390,40,5443,155.719,1569,paradoxus,False
k141_11966,203,16881,76.1989,2241,uvarum,False
k141_10233,150,16188,330.57,16201,cerevisiae,False
k141_10236,9,1012,214.302,388,mikatae,False
k141_12784,328,26645,295.473,25059,cerevisiae,False
k141_2147,503,36851,63.7942,6057,wickerhamii,False
k141_2151,60,1757,486.476,1689,mikatae,False
k141_9391,249,21709,82.1821,2812,uvarum,False
k141_7537,970,82929,80.4755,18553,mikatae,False
k141_10239,135,13083,317.627,10793,cerevisiae,False
k141_528,201,18002,53.2939,3738,paradoxus,False
k141_3054,388,37853,90.9351,5965,uvarum,False
k141_529,19,1257,11.6694,14,kudriavzevii,False
k141_531,19,1476,10.5633,32,kudriavzevii,False
k141_3995,801,56056,95.5737,15777,Influenzavirus,True
k141_5030,504,44104,77.4499,6923,uvarum,False
k141_1362,301,30663,81.9894,4645,uvarum,False
k141_13811,649,46450,297.147,32432,cerevisiae,False
k141_10240,139,15068,78.4587,2172,uvarum,False
k141_13815,127,9273,87.1049,1372,uvarum,False
k141_13817,7,1059,12.2761,61,kudriavzevii,False
k141_11969,492,44186,321.655,42818,cerevisiae,False
k141_8455,1885,144981,74.1763,36551,lactis,False
k141_1363,84,7770,220.694,5419,cerevisiae,False
k141_8457,90,10142,107.499,5090,mikatae,False
k141_8460,24,1723,9.22568,64,kudriavzevii,False
k141_6603,722,66330,78.0582,13026,uvarum,False
k141_12786,594,56013,183.876,34581,cerevisiae,False
k141_10242,278,30563,86.4967,8591,waltii,False
k141_12788,36,2242,10.2079,38,kudriavzevii,False
k141_11971,249,21574,310.927,13605,cerevisiae,False
k141_11973,15,2386,11423.4,81580,castellii,False
k141_5898,1719,141812,81.9087,33280,stipitis,False
k141_13818,400,32180,76.077,6120,paradoxus,False
k141_12789,90,8027,85.0292,2140,mikatae,False
k141_5900,43,3924,104.811,673,mikatae,False
k141_6604,15,1378,310.209,445,cerevisiae,False
k141_11976,52,4965,56.5269,825,paradoxus,False
k141_3058,819,73632,75.2381,10848,uvarum,False
k141_2152,793,69894,73.9387,12148,uvarum,False
k141_5904,62,2371,508.39,2975,Unmapped,False
k141_5907,8,1279,372.557,194,cerevisiae,False
k141_2156,23,1574,189.141,884,Enterovirus,True
k141_5912,134,12838,63.0208,2272,paradoxus,False
k141_3998,918,77662,134.306,26877,lactis,False
k141_1364,643,54810,77.3993,7355,uvarum,False
k141_11977,210,20668,86.3054,4144,uvarum,False
k141_1366,44,5514,218.21,2295,cerevisiae,False
k141_8461,788,54471,95.89,12450,castellii,False
k141_11982,86,8641,262.956,6515,waltii,False
k141_8463,47,3185,46.5334,316,paradoxus,False
k141_10950,2009,204842,82.361,32425,wickerhamii,False
k141_10952,7,1130,8.75918,43,kudriavzevii,False
k141_10955,45,4408,64.821,743,paradoxus,False
k141_3999,228,17839,79.6244,3262,mikatae,False
k141_4001,39,3462,69.8973,1010,mikatae,False
k141_4005,13,1174,11.1465,48,kudriavzevii,False
k141_13819,712,52595,75.9634,15458,lactis,False
k141_12793,740,53827,95.9591,16517,castellii,False
k141_7539,1125,114121,91.4199,39899,waltii,False
k141_3062,326,31023,94.9341,10297,kluyveri,False
k141_1367,240,19003,313.294,14864,cerevisiae,False
k141_8467,133,11689,62.9581,2052,paradoxus,False
k141_1369,23,1954,113.76,443,uvarum,False
k141_8468,20,1552,10.7233,39,kudriavzevii,False
k141_3063,24,4030,111.19,4217,kluyveri,False
k141_8469,115,8922,300.457,8584,cerevisiae,False
k141_3064,99,8902,91.2987,2738,uvarum,False
k141_1371,222,20448,123.524,4348,uvarum,False
k141_10957,196,16853,56.1863,2841,paradoxus,False
k141_13825,70,7976,63.3042,1732,paradoxus,False
k141_2157,608,53357,75.943,12476,lactis,False
k141_10959,10,1000,14.66,30,kudriavzevii,False
k141_4014,86,7211,371.84,4112,cerevisiae,False
k141_2159,13,1110,76.076,83,paradoxus,False
k141_13826,37,4463,64.1412,671,paradoxus,False
k141_2160,33,2996,59.1279,494,paradoxus,False
k141_7541,126,12417,117.192,2909,kluyveri,False
k141_10961,133,11168,87.2886,1848,mikatae,False
k141_7546,17,1718,66.558,236,paradoxus,False
k141_12800,167,14781,92.4824,2493,mikatae,False
k141_10962,12,1195,11.7656,9,kudriavzevii,False
k141_13827,103,9770,164.336,4138,cerevisiae,False
k141_10963,13,1272,55.6631,123,paradoxus,False
k141_10965,27,4044,419.071,4732,kluyveri,False
k141_5913,676,59090,75.2388,11020,wickerhamii,False
k141_5914,15,1196,13.8461,15,kudriavzevii,False
k141_9397,1427,142196,80.8293,34656,waltii,False
k141_7557,42,4501,64.4008,1378,paradoxus,False
k141_532,1875,149730,78.3412,47416,lactis,False
k141_9401,26,1659,7.04838,62,kudriavzevii,False
k141_11984,702,55045,83.036,12106,mikatae,False
k141_9402,17,1476,56.856,168,paradoxus,False
k141_7560,23,1906,48.0085,350,paradoxus,False
k141_8471,384,31772,68.066,5955,wickerhamii,False
k141_8473,12,1381,12.554,5,kudriavzevii,False
k141_7567,19,1786,12.5055,32,kudriavzevii,False
k141_11986,58,6004,65.8533,1024,paradoxus,False
k141_5915,60,4669,80.1936,561,uvarum,False
k141_13829,143,12781,83.0319,1743,uvarum,False
k141_12803,175,16964,64.1428,3053,paradoxus,False
k141_10968,182,15929,107.644,4467,kluyveri,False
k141_2165,310,31500,104.304,9477,kluyveri,False
k141_13830,180,16466,306.529,19917,cerevisiae,False
k141_12804,185,13563,68.4338,1979,wickerhamii,False
k141_12805,10,1512,117.333,389,kluyveri,False
k141_13831,36,2511,10.0267,43,kudriavzevii,False
k141_7569,189,16143,59.1446,2474,paradoxus,False
k141_13833,24,1129,631.741,3814,cerevisiae,False
k141_8476,124,9923,64.2827,1477,paradoxus,False
k141_12807,33,2195,92.4269,268,castellii,False
k141_7574,7,1023,17.496,20,kudriavzevii,False
k141_8479,102,8913,58.4698,2085,paradoxus,False
k141_3069,554,49393,91.3568,8959,stipitis,False
k141_3070,7,1147,10.4594,39,kudriavzevii,False
k141_3071,13,1137,11.6535,60,kudriavzevii,False
k141_2173,99,9200,50.9819,1309,paradoxus,False
k141_3072,73,7410,62.7686,1005,paradoxus,False
k141_5033,2133,170161,73.3098,56516,lactis,False
k141_4016,562,56872,77.7773,8239,wickerhamii,False
k141_2177,115,8418,93.253,2585,castellii,False
k141_12808,366,29083,82.661,7738,mikatae,False
k141_3073,77,7434,313.74,4751,cerevisiae,False
k141_5035,81,8705,60.2881,1408,paradoxus,False
k141_535,500,46222,104.138,19787,kluyveri,False
k141_9403,570,47808,202.325,17680,Coronavirus,True
k141_537,23,2604,15.1251,48,kudriavzevii,False
k141_9404,32,3298,110.209,976,mikatae,False
k141_9405,44,1426,376.845,1391,cerevisiae,False
k141_8480,210,30056,59.7244,624,gossypii,False
k141_1372,499,76120,51.3079,1855,gossypii,False
k141_9407,40,3125,78.0272,833,uvarum,False
k141_12809,157,13017,60.292,1724,Coronavirus,True
k141_6606,2536,170838,90.6148,44537,castellii,False
k141_10246,2147,166792,72.113,45172,lactis,False
k141_9408,90,9743,92.2763,2464,uvarum,False
k141_1373,132,11161,56.8536,1794,paradoxus,False
k141_3078,296,25871,120.206,8297,paradoxus,False
k141_1376,17,1300,11.5878,20,kudriavzevii,False
k141_3082,29,3387,369.07,2753,kluyveri,False
k141_9410,124,11305,84.182,3014,Enterovirus,True
k141_9416,46,6808,398.496,7219,kluyveri,False
k141_3083,221,17350,63.2305,2807,paradoxus,False
k141_5917,1183,82493,93.1156,21864,castellii,False
k141_6611,90,8112,101.54,3878,castellii,False
k141_2187,472,44312,99.9257,18068,kluyveri,False
k141_2188,7,1255,148.249,1134,kluyveri,False
k141_10976,917,92217,85.3736,24133,waltii,False
k141_5036,575,51895,78.7195,9428,uvarum,False
k141_1379,300,26880,76.5299,8272,Coronavirus,True
k141_1381,34,2470,49.6272,266,paradoxus,False
k141_5040,197,16468,78.8551,5331,mikatae,False
k141_5041,8,1208,10.0454,11,kudriavzevii,False
k141_1383,221,16381,72.3048,2171,uvarum,False
k141_9425,298,26443,96.4198,8045,kluyveri,False
k141_5920,329,27325,84.9277,5475,stipitis,False
k141_6612,345,26388,291.526,20591,Coronavirus,True
k141_5923,84,3132,248.073,4502,paradoxus,False
k141_5924,11,1040,11.7607,28,kudriavzevii,False
k141_6613,36,4753,62.5108,129,gossypii,False
k141_5925,29,2988,61.6508,852,Enterovirus,True
k141_5926,7,1223,11.6076,54,kudriavzevii,False
k141_13834,1166,99256,71.0264,15387,uvarum,False
k141_10977,241,20779,74.8003,5347,mikatae,False
k141_2194,425,35411,87.1143,6602,stipitis,False
k141_5927,102,8948,67.7654,1772,paradoxus,False
k141_10979,31,3272,66.9087,503,Influenzavirus,True
k141_10983,21,1828,10.3439,48,kudriavzevii,False
k141_1387,39,3791,52.4076,570,paradoxus,False
k141_1388,13,1134,12.0213,29,kudriavzevii,False
k141_9428,62,6124,62.8453,1563,paradoxus,False
k141_11987,1551,121510,68.3756,19664,wickerhamii,False
k141_8481,929,75719,84.8558,15867,stipitis,False
k141_9429,56,5234,62.4355,650,paradoxus,False
k141_9435,41,3374,47.0434,375,paradoxus,False
k141_9440,52,4383,50.3976,610,paradoxus,False
k141_9441,18,1507,278.808,515,cerevisiae,False
k141_11991,182,15885,99.6413,6963,kluyveri,False
k141_9442,25,2058,60.7856,347,paradoxus,False
k141_2196,38,10142,127.98,4704,kluyveri,False
k141_5938,54,4238,60.5426,613,paradoxus,False
k141_4018,1303,108528,275.887,79679,cerevisiae,False
k141_6614,380,37200,79.1089,6040,uvarum,False
k141_2200,22,1683,203.665,421,uvarum,False
k141_2203,74,4789,52.4609,523,paradoxus,False
k141_2204,34,8470,126.425,2126,kluyveri,False
k141_5043,407,40499,102.716,13717,kluyveri,False
k141_6615,138,11274,276.121,10227,cerevisiae,False
k141_3084,897,82932,86.2266,19426,stipitis,False
k141_5050,153,14501,78.6564,3363,uvarum,False
k141_11997,256,24470,107.674,9463,kluyveri,False
k141_3086,28,2383,57.9028,314,paradoxus,False
k141_7575,1630,143532,78.8724,24463,uvarum,False
k141_7578,18,1163,10.1737,22,kudriavzevii,False
k141_5957,237,18680,73.3739,4793,mikatae,False
k141_7581,25,2028,9.84771,70,kudriavzevii,False
k141_7587,18,2236,64.8313,31,gossypii,False
k141_7592,22,1954,136.588,166,cerevisiae,False
k141_9450,322,26170,81.9085,7461,mikatae,False
k141_7593,26,2179,13.8645,138,kudriavzevii,False
k141_10984,554,50043,73.7882,7523,uvarum,False
k141_4019,404,43274,107.336,20254,kluyveri,False
k141_10986,56,4657,60.5061,560,paradoxus,False
k141_538,1671,132299,70.7731,26626,Enterovirus,True
k141_5051,190,15652,82.3304,2393,uvarum,False
k141_5057,26,1702,260.798,695,cerevisiae,False
k141_12005,122,9488,306.121,7585,cerevisiae,False
k141_7597,16,1135,15.2914,15,kudriavzevii,False
k141_1394,714,68973,77.463,9710,Enterovirus,True
k141_1395,9,1366,246.899,1471,cerevisiae,False
k141_7607,15,1808,201.78,1071,cerevisiae,False
k141_7609,15,1217,47.6917,116,paradoxus,False
k141_1397,60,6124,153.53,2113,kluyveri,False
k141_1398,15,1130,7.13571,14,kudriavzevii,False
k141_3090,327,27732,71.6646,4463,uvarum,False
k141_5058,28,1828,8.93623,9,kudriavzevii,False
k141_4021,125,11673,294.806,9141,cerevisiae,False
k141_9451,239,23037,299.527,17895,Herpesvirus,True
k141_10987,215,21210,78.9823,2911,wickerhamii,False
k141_10989,28,2448,187.41,1086,Coronavirus,True
k141_7614,68,5821,287.313,2598,cerevisiae,False
k141_7615,69,7638,67.7358,1070,paradoxus,False
k141_541,372,28856,60.7289,4437,paradoxus,False
k141_3091,63,7366,68.4314,1814,paradoxus,False
k141_3092,24,3077,66.125,658,paradoxus,False
k141_5060,125,11989,77.2429,2099,Rhinovirus,True
k141_1399,156,16776,103.581,7033,kluyveri,False
k141_1404,35,3691,126.567,2226,kluyveri,False
k141_1406,43,3235,50.1122,608,paradoxus,False
k141_543,235,20076,303.975,12251,cerevisiae,False
k141_12007,532,43891,303.909,37567,cerevisiae,False
k141_1412,19,1701,13.7382,44,Unmapped,False
k141_10994,222,23030,96.9574,5214,stipitis,False
k141_2205,1051,87545,87.8485,20685,stipitis,False
k141_12008,31,1702,612.391,2399,cerevisiae,False
k141_5061,257,21617,56.6381,3657,paradoxus,False
k141_1413,75,5044,89.7595,847,mikatae,False
k141_9452,242,20205,75.1117,3456,mikatae,False
k141_12009,108,8714,97.9313,2148,kluyveri,False
k141_9453,8,1212,10.4134,16,kudriavzevii,False
k141_9454,28,2558,58.8235,293,paradoxus,False
k141_12010,110,6371,45.5682,1017,paradoxus,False
k141_546,155,15480,104.369,5963,kluyveri,False
k141_9461,11,1012,12.9675,14,kudriavzevii,False
k141_12013,21,1935,337.53,1353,cerevisiae,False
k141_12017,15,1662,270.962,1784,cerevisiae,False
k141_2206,144,9728,92.5873,2096,castellii,False
k141_2207,10,1351,15.8535,46,kudriavzevii,False
k141_10251,2172,192939,86.4353,39702,stipitis,False
k141_9463,88,9074,60.0576,1905,paradoxus,False
k141_9468,16,1195,12.7636,9,kudriavzevii,False
k141_1415,287,24864,209.668,13273,cerevisiae,False
k141_7616,622,42620,84.5085,10514,castellii,False
k141_7617,12,1081,128.347,180,cerevisiae,False
k141_7621,20,1021,10.4799,4,kudriavzevii,False
k141_3094,1494,97576,98.529,25157,castellii,False
k141_12018,385,30285,276.382,21912,cerevisiae,False
k141_3095,21,1765,9.41115,37,kudriavzevii,False
k141_12019,14,1696,54.4069,340,paradoxus,False
k141_8484,1835,156124,72.7828,27036,wickerhamii,False
k141_10260,100,8125,56.8026,1099,paradoxus,False
k141_6619,1459,130243,76.3489,19619,uvarum,False
k141_5064,477,30208,88.1008,8004,castellii,False
k141_8485,16,2590,80.0422,575,uvarum,False
k141_6620,36,2132,9.95005,185,kudriavzevii,False
k141_6622,22,1745,249.863,566,lactis,False
k141_6626,12,1004,60.8993,18,kudriavzevii,False
k141_9470,149,14749,94.5602,3817,mikatae,False
k141_12022,22,2324,586.368,4689,cerevisiae,False
k141_12025,8,1002,236.482,1639,castellii,False
k141_5066,14,1132,11.1548,16,kudriavzevii,False
k141_548,587,55008,87.8475,7936,uvarum,False
k141_5067,104,12493,109.915,5112,kluyveri,False
k141_2208,732,71504,89.7888,12460,uvarum,False
k141_9478,23,2061,133.443,729,mikatae,False
k141_552,95,6987,56.2413,808,paradoxus,False
k141_9480,33,2810,42.9173,447,paradoxus,False
k141_10261,408,28057,72.1047,6032,uvarum,False
k141_7622,236,20262,317.48,15929,cerevisiae,False
k141_10262,41,3864,76.3452,932,uvarum,False
k141_2211,119,21923,123.291,9441,kluyveri,False
k141_5070,48,5486,56.9421,1223,Coronavirus,True
k141_13835,2270,177407,72.5774,49850,lactis,False
k141_6628,393,32872,103.526,11219,kluyveri,False
k141_554,67,6811,62.7455,856,paradoxus,False
k141_6629,46,5140,81.3812,610,mikatae,False
k141_555,97,6296,54.9922,803,paradoxus,False
k141_5959,3529,299771,89.8147,74355,stipitis,False
k141_9481,219,19693,74.1117,4973,paradoxus,False
k141_5967,10,1144,9.4326,14,kudriavzevii,False
k141_561,112,7500,51.8424,985,paradoxus,False
k141_5970,16,1174,27.792,14,kudriavzevii,False
k141_7625,120,10696,61.6147,1759,paradoxus,False
k141_12813,3573,246718,93.9962,60429,castellii,False
k141_12816,15,1413,641.409,314,stipitis,False
k141_5977,14,1032,13.6145,15,kudriavzevii,False
k141_13837,105,10515,96.9668,3974,kluyveri,False
k141_5072,213,18506,78.7569,3617,Enterovirus,True
k141_12026,782,61107,88.0817,13713,stipitis,False
k141_12027,10,1178,107.701,229,kluyveri,False
k141_12817,240,8476,337.558,7587,mikatae,False
k141_565,159,15787,86.5976,3361,waltii,False
k141_12028,144,13116,258.929,6489,cerevisiae,False
k141_2212,947,88951,84.3595,19916,stipitis,False
k141_12029,53,1402,487.625,4496,cerevisiae,False
k141_5980,428,30475,55.4909,4409,paradoxus,False
k141_13840,245,17113,96.712,6171,castellii,False
k141_5990,149,10707,53.3581,1524,paradoxus,False
k141_5992,14,1534,12.4834,40,kudriavzevii,False
k141_2213,358,32725,90.0832,5486,uvarum,False
k141_8487,1116,94553,72.4019,20410,wickerhamii,False
k141_567,195,16123,284.416,11115,cerevisiae,False
k141_568,19,1659,10.8661,47,kudriavzevii,False
k141_9483,454,38993,304.329,33324,cerevisiae,False
k141_12036,87,8023,301.288,5872,cerevisiae,False
k141_12038,10,1423,9.96779,21,kudriavzevii,False
k141_6630,691,56876,81.401,10947,mikatae,False
k141_2214,139,12713,64.3023,2220,paradoxus,False
k141_6632,32,3279,87.8792,1438,lactis,False
k141_6633,51,2867,552.411,513,paradoxus,False
k141_6634,38,1258,301.607,135,paradoxus,False
k141_6645,10,1226,8.69888,8,kudriavzevii,False
k141_5074,382,50202,48.6081,946,Herpesvirus,True
k141_2219,114,11563,109.723,4632,kluyveri,False
k141_2220,15,1226,251.391,551,castellii,False
k141_1417,1011,80124,69.7825,13933,wickerhamii,False
k141_8493,8,1009,14.1024,22,kudriavzevii,False
k141_1420,14,1200,10.0095,28,kudriavzevii,False
k141_8495,74,6591,56.0377,1144,paradoxus,False
k141_12044,375,27502,80.3989,5865,mikatae,False
k141_5997,327,26397,79.8001,6549,mikatae,False
k141_7631,652,59123,80.6792,11148,mikatae,False
k141_9487,266,23098,82.1631,5435,mikatae,False
k141_7633,21,1439,89.8526,271,mikatae,False
k141_9491,18,1017,14.1349,5,kudriavzevii,False
k141_7635,38,3842,54.8952,532,paradoxus,False
k141_8497,60,4956,109.544,1707,castellii,False
k141_7639,13,1478,10.3758,72,kudriavzevii,False
k141_1422,88,7596,61.5193,1042,paradoxus,False
k141_8499,30,3367,9.93441,74,kudriavzevii,False
k141_569,436,40430,101.892,14625,kluyveri,False
k141_1426,18,1402,59.766,171,Enterovirus,True
k141_8500,54,3549,104.128,1355,kluyveri,False
k141_7646,32,3305,93.7797,515,uvarum,False
k141_10267,1174,97444,80.3041,19360,stipitis,False
k141_6650,294,21395,57.237,2940,paradoxus,False
k141_5075,281,23295,87.682,6471,mikatae,False
k141_12819,547,47765,71.4619,11736,lactis,False
k141_12047,593,50187,87.8563,6740,uvarum,False
k141_10270,40,2859,64.6109,1156,paradoxus,False
k141_10272,29,2331,9.86061,52,kudriavzevii,False
k141_13841,446,38972,84.3915,6939,stipitis,False
k141_10273,83,6918,63.6489,1149,paradoxus,False
k141_10275,26,2146,54.3537,271,paradoxus,False
k141_5077,160,15686,75.6932,3286,uvarum,False
k141_12051,258,15908,81.4987,5686,Herpesvirus,True
k141_5080,28,3239,84.7951,444,waltii,False
k141_12054,17,1783,18.1402,143,Coronavirus,True
k141_10278,84,5630,51.7891,694,paradoxus,False
k141_572,209,15546,287.565,9039,cerevisiae,False
k141_7647,160,13577,96.3681,4750,mikatae,False
k141_574,15,1712,11.9277,21,Rhinovirus,True
k141_6655,5,1068,14.2505,19,kudriavzevii,False
k141_13844,36,3582,105.535,1524,kluyveri,False
k141_7651,38,4423,314.438,5238,cerevisiae,False
k141_13845,9,1104,14.4927,14,kudriavzevii,False
k141_6656,37,2906,54.5454,556,paradoxus,False
k141_578,58,5596,76.796,864,paradoxus,False
k141_3099,2172,166131,109.202,51656,wickerhamii,False
k141_579,139,10690,53.0295,1618,paradoxus,False
k141_12055,374,29912,50.151,4569,paradoxus,False
k141_12058,14,1794,172.999,946,castellii,False
k141_12820,242,21137,59.3955,3598,paradoxus,False
k141_12059,17,1872,79.5621,386,cerevisiae,False
k141_1428,184,18610,101.613,9064,kluyveri,False
k141_12063,105,10380,59.0045,2188,paradoxus,False
k141_12064,217,12435,88.2981,4282,castellii,False
k141_12066,15,2351,192.383,251,cerevisiae,False
k141_12067,18,1320,27.3308,181,paradoxus,False
k141_8501,461,41843,102.529,16383,kluyveri,False
k141_10995,1740,248172,48.8975,4225,gossypii,False
k141_12071,334,28206,53.4829,4585,paradoxus,False
k141_6660,259,22162,287.564,18232,cerevisiae,False
k141_12072,32,2789,9.3327,50,Herpesvirus,True
k141_6661,75,6519,58.7796,2017,paradoxus,False
k141_12075,103,5819,241.715,2447,cerevisiae,False
k141_2223,1816,188624,83.7732,62919,waltii,False
k141_5999,869,79686,82.3423,13513,uvarum,False
k141_12079,36,3832,281.295,5660,cerevisiae,False
k141_12821,273,20629,78.5163,4287,mikatae,False
k141_6000,24,1930,75.7388,636,mikatae,False
k141_12081,15,1237,186.787,368,Enterovirus,True
k141_6001,16,1719,31.1695,47,kudriavzevii,False
k141_12823,19,1839,322.838,882,cerevisiae,False
k141_12824,13,1221,9.86555,30,kudriavzevii,False
k141_7652,536,48668,79.1138,7867,uvarum,False
k141_8503,68,14529,135.422,5329,kluyveri,False
k141_12083,145,12097,84.6742,3259,mikatae,False
k141_7656,9,1036,17.6603,10,kudriavzevii,False
k141_12084,16,1340,12.5017,13,kudriavzevii,False
k141_8504,52,4178,106.649,1834,castellii,False
k141_2226,26,3767,118.356,1707,kluyveri,False
k141_9492,1020,94699,78.9385,17728,uvarum,False
k141_2228,30,3696,85.9622,2591,Enterovirus,True
k141_12085,92,9824,59.2971,1481,paradoxus,False
k141_6663,134,10420,68.5348,1725,mikatae,False
k141_6003,29,2126,9.68826,38,Herpesvirus,True
k141_12825,49,4376,288.681,1349,cerevisiae,False
k141_10280,774,66547,237.417,35054,cerevisiae,False
k141_12826,104,7673,51.2851,1529,paradoxus,False
k141_13849,707,58587,76.0178,13028,uvarum,False
k141_8508,230,17585,57.5176,2945,paradoxus,False
k141_13851,73,7116,73.125,897,uvarum,False
k141_7657,486,40894,92.9755,14081,kluyveri,False
k141_13853,67,5568,61.7877,876,Herpesvirus,True
k141_581,958,82781,71.8244,12791,uvarum,False
k141_585,13,1214,37.9709,126,paradoxus,False
k141_13856,67,5732,100.146,4565,lactis,False
k141_12827,161,12346,282.026,6658,cerevisiae,False
k141_6006,356,25781,66.5721,5270,wickerhamii,False
k141_6016,7,1670,13.0829,25,kudriavzevii,False
k141_8509,48,3547,88.4878,1274,kluyveri,False
k141_8513,83,7663,111.6,2247,mikatae,False
k141_9498,460,38410,74.1149,7280,wickerhamii,False
k141_12829,155,15760,104.862,5227,kluyveri,False
k141_8517,68,7208,55.1675,1039,paradoxus,False
k141_8519,12,1453,10.8619,44,kudriavzevii,False
k141_1429,1069,92044,82.0223,22475,mikatae,False
k141_1434,32,5814,140.669,1423,kluyveri,False
k141_6020,347,31544,79.6144,4619,uvarum,False
k141_5082,2065,134496,95.4134,34986,castellii,False
k141_1442,61,3818,154.304,1634,paradoxus,False
k141_9500,445,34193,71.8406,5064,wickerhamii,False
k141_3106,1490,124902,71.9816,21131,wickerhamii,False
k141_1448,17,1807,92.2106,185,uvarum,False
k141_1449,73,3243,2083.34,58148,cerevisiae,False
k141_3108,38,3519,60.9086,623,Herpesvirus,True
k141_9501,111,10262,57.0947,1598,paradoxus,False
k141_9504,30,1810,63.238,213,paradoxus,False
k141_4024,4262,351320,91.2356,75296,stipitis,False
k141_9507,33,3025,14.3638,47,kudriavzevii,False
k141_4026,18,1346,10.6054,18,kudriavzevii,False
k141_4029,3,1313,180.524,632,kluyveri,False
k141_6664,791,62373,292.836,43562,Enterovirus,True
k141_10997,1115,107368,80.2365,30291,waltii,False
k141_6023,202,20726,86.5519,3507,uvarum,False
k141_6024,58,6014,62.3006,1159,paradoxus,False
k141_12089,1341,189558,49.5008,4524,gossypii,False
k141_11001,74,9426,64.0461,1629,paradoxus,False
k141_5084,258,21846,55.5564,3213,paradoxus,False
k141_10282,1364,94883,94.5495,26071,castellii,False
k141_5086,70,6138,72.2836,1279,mikatae,False
k141_8523,210,18371,87.61,3627,Coronavirus,True
k141_9508,38,4212,55.4417,552,paradoxus,False
k141_13858,928,60271,94.4658,14787,castellii,False
k141_4030,72,6893,89.8618,928,uvarum,False
k141_587,489,64755,45.9824,1552,gossypii,False
k141_588,36,2856,5628.59,62408,cerevisiae,False
k141_8524,110,10210,114.002,4910,kluyveri,False
k141_4038,69,4939,269.231,3138,Rhinovirus,True
k141_7658,1008,82409,71.6715,22479,lactis,False
k141_12091,125,10795,53.5562,1185,paradoxus,False
k141_9509,196,13805,54.9433,1655,paradoxus,False
k141_4044,14,1274,12.8835,35,kudriavzevii,False
k141_13859,214,18539,207.933,11947,cerevisiae,False
k141_589,178,15686,305.527,11977,cerevisiae,False
k141_11004,124,13032,73.8423,3497,uvarum,False
k141_12833,560,42365,97.5874,13057,castellii,False
k141_6665,280,23879,265.621,21786,cerevisiae,False
k141_6667,18,1728,63.026,271,paradoxus,False
k141_6668,12,1617,13.6367,21,kudriavzevii,False
k141_11018,64,5326,174.293,1656,cerevisiae,False
k141_6670,30,1806,40.8659,1029,pastoris,False
k141_6672,55,4694,104.273,5700,castellii,False
k141_6673,23,1414,33.2856,96,paradoxus,False
k141_5091,303,23852,53.8046,3736,paradoxus,False
k141_10284,279,27679,79.8402,4422,uvarum,False
k141_6677,45,1478,266.833,335,cerevisiae,False
k141_1452,702,56815,82.8631,11965,mikatae,False
k141_13864,68,5013,53.5947,812,Enterovirus,True
k141_594,43,3638,53.1803,531,paradoxus,False
k141_595,19,1455,268.018,1521,cerevisiae,False
k141_7660,201,18849,98.2424,5146,kluyveri,False
k141_7661,14,1426,215.31,430,cerevisiae,False
k141_8526,291,25820,101.311,10963,kluyveri,False
k141_6678,50,4208,309.281,2702,cerevisiae,False
k141_9513,232,20750,85.5621,4012,Rhinovirus,True
k141_8532,18,2096,109.528,753,cerevisiae,False
k141_4049,243,20721,58.5884,4390,paradoxus,False
k141_3119,722,52250,68.2465,13677,lactis,False
k141_8533,32,3416,103.889,1053,kluyveri,False
k141_596,199,14425,74.9459,2869,mikatae,False
k141_8535,55,4036,267.503,1876,cerevisiae,False
k141_6681,16,1761,102.79,235,cerevisiae,False
k141_6682,31,2085,100.919,724,Coronavirus,True
k141_10286,163,13949,80.7138,2024,uvarum,False
k141_2238,1581,155965,84.7028,45056,waltii,False
k141_5093,351,31152,70.8657,5859,uvarum,False
k141_13866,323,28373,81.1898,4100,uvarum,False
k141_12094,563,50727,99.0597,20637,kluyveri,False
k141_13867,60,4906,57.1512,690,paradoxus,False
k141_4050,296,23516,304.985,14883,cerevisiae,False
k141_13868,73,7763,321.591,4078,mikatae,False
k141_5095,23,1984,333.491,2177,mikatae,False
k141_10294,195,15496,80.6664,2528,mikatae,False
k141_12834,783,54105,94.8501,19323,Enterovirus,True
k141_6684,325,27785,60.1422,4630,paradoxus,False
k141_1455,421,35931,56.6679,5594,paradoxus,False
k141_5099,84,10670,113.224,1458,uvarum,False
k141_5104,51,2002,1789.91,10829,cerevisiae,False
k141_7663,574,47617,59.3969,9721,paradoxus,False
k141_10297,114,10823,66.672,2919,paradoxus,False
k141_4057,216,23561,116.141,9865,kluyveri,False
k141_13870,163,21849,55.5916,477,gossypii,False
k141_7664,145,10654,59.2569,1396,paradoxus,False
k141_13872,91,5503,43.2765,686,paradoxus,False
k141_4060,90,9810,336.708,4865,wickerhamii,False
k141_5105,131,11814,56.5644,3996,paradoxus,False
k141_1459,298,23630,87.4471,5137,mikatae,False
k141_5106,45,3295,77.2763,303,uvarum,False
k141_1461,23,2148,9.1992,49,Herpesvirus,True
k141_5109,32,3341,112.112,1314,kluyveri,False
k141_5110,22,1614,116.318,2049,kluyveri,False
k141_6685,438,40886,86.7489,5056,uvarum,False
k141_6686,21,1905,11.8103,150,kudriavzevii,False
