Bin,Contig,Restriction sites,Length,Coverage,Self Contact,Type,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
MAG_283,"contig_12471, contig_39800, contig_41496, contig_42822, contig_44012, contig_45606, contig_47422, contig_48116, contig_49072, contig_52476, contig_52889",3419,315170,4414,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_284,"contig_19624, contig_31215, contig_31590, contig_33648, contig_33673, contig_40824, contig_42710, contig_46074, contig_50392, contig_51892, contig_53663",2574,446531,459,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_285,"contig_1676, contig_18726, contig_24894, contig_24895, contig_34127, contig_41317, contig_51562, contig_51565, contig_60177, contig_6475, contig_6484",25009,1614446,29504,0,chromosome,d_Bacteria,k_Bacteria,p_Firmicutes,c_Bacilli,o_Acholeplasmatales,f_Anaeroplasmataceae,g_Unspecified Anaeroplasmataceae,s_Unspecified Anaeroplasmataceae
MAG_286,"contig_19328, contig_21384, contig_22864, contig_33233, contig_39630, contig_40615, contig_47506, contig_48746, contig_51421, contig_55324, contig_8579",3210,547636,677,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_287,"contig_10011, contig_11863, contig_13895, contig_16420, contig_17566, contig_29321, contig_34876, contig_35637, contig_37388, contig_47798, contig_61122",13912,1513591,2688,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_UMGS1696,s_Unspecified UMGS1696
MAG_288,"contig_105, contig_22565, contig_32702, contig_45195, contig_53, contig_54175, contig_54176, contig_54180, contig_85, contig_93",31970,3382143,17172,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RUG806,s_Unspecified RUG806
MAG_289,"contig_3512, contig_37271, contig_37331, contig_38724, contig_41566, contig_44780, contig_4727, contig_47866, contig_50030, contig_55504, contig_5879",4113,513611,1745,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_RGIG6097,s_Unspecified RGIG6097
MAG_29,"contig_14347, contig_22407, contig_32550, contig_32928, contig_34066, contig_34668, contig_34939, contig_36728, contig_37618, contig_38252, contig_38263, contig_38353, contig_38386, contig_39139, contig_42010, contig_42154, contig_42230, contig_42945, contig_45289, contig_46428, contig_46813, contig_49173, contig_51029, contig_53271, contig_59570, contig_59646",5255,820431,14828,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RUG420,s_Unspecified RUG420
MAG_290,"contig_12574, contig_12578, contig_25303, contig_37695, contig_39022, contig_39023, contig_47801, contig_5227, contig_52796, contig_53725, contig_9520",28664,4242422,12248,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Limiplasma,s_Unspecified Limiplasma
MAG_291,"contig_27762, contig_36175, contig_37222, contig_37837, contig_42644, contig_47318, contig_49299, contig_49420, contig_52542, contig_56821, contig_6757",4277,541955,1751,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_UBA4644,s_Unspecified UBA4644
MAG_292,"contig_19527, contig_23906, contig_23908, contig_23910, contig_23914, contig_36147, contig_54268, contig_806",25889,1554558,3222,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_293,"contig_11862, contig_24644, contig_29140, contig_29679, contig_31787, contig_41756, contig_44041, contig_51055, contig_58769, contig_59249",24276,2425017,3337,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_294,"contig_12927, contig_12934, contig_12936, contig_12937, contig_12942, contig_20254, contig_27055, contig_47758, contig_49105, contig_50569, contig_56236",15913,1965878,3087,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Unspecified CAG-74,s_Unspecified CAG-74
MAG_295,"contig_12841, contig_19626, contig_25762, contig_39758, contig_42470, contig_42929, contig_55063, contig_6700, contig_6703, contig_8984, contig_8986",40721,3548638,12821,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RGIG4076,s_Unspecified RGIG4076
MAG_296,"contig_10514, contig_10515, contig_21650, contig_37139, contig_54186, contig_57336, contig_59065, contig_59266, contig_59689, contig_59837",29986,1640095,5239,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_CAG-269,s_Unspecified CAG-269
MAG_297,"contig_11730, contig_14636, contig_23684, contig_39575, contig_4711, contig_51869, contig_52278, contig_55638, contig_57999, contig_6426, contig_7559",34412,3293207,7317,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_UBA1224,s_Unspecified UBA1224
MAG_298,"contig_14040, contig_14052, contig_19743, contig_24692, contig_24820, contig_24842, contig_4974, contig_5416, contig_55131, contig_6226, contig_8332",21840,2326475,20847,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Faecalimonas,s_Unspecified Faecalimonas
MAG_299,"contig_16347, contig_26693, contig_30234, contig_54290, contig_54916, contig_7950, contig_7953, contig_9494, contig_994",14191,957830,4284,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_3,"contig_10875, contig_17059, contig_18526, contig_18809, contig_19477, contig_20423, contig_28066, contig_2901, contig_29516, contig_29517, contig_30306, contig_32412, contig_33463, contig_34984, contig_35667, contig_36355, contig_36644, contig_36840, contig_3741, contig_38831, contig_39117, contig_39472, contig_39532, contig_41121, contig_41220, contig_43051, contig_45478, contig_47826, contig_48939, contig_49751, contig_51345, contig_51731, contig_52183, contig_52879, contig_53211, contig_5655, contig_57483, contig_7705, contig_8315",25684,2138085,10840,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Blautia_A,s_Unspecified Blautia_A
MAG_30,"contig_10251, contig_11443, contig_11962, contig_14393, contig_15290, contig_15305, contig_19694, contig_2289, contig_28836, contig_30534, contig_36206, contig_36372, contig_40873, contig_44709, contig_46201, contig_47418, contig_47536, contig_4813, contig_50181, contig_51243, contig_51269, contig_51624, contig_51744, contig_53520, contig_53571, contig_59964",23515,2505065,4879,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Bariatricus,s_Unspecified Bariatricus
MAG_300,"contig_24440, contig_33229, contig_33391, contig_39830, contig_40094, contig_4589, contig_52256, contig_60299, contig_60300, contig_60659, contig_6263",30844,3320408,3183,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Rikenellaceae,g_DSM-108975,s_DSM-108975 sp014982715
MAG_301,"contig_2181, contig_2189, contig_2190, contig_41339, contig_6551",6273,1587088,3667,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_302,"contig_11298, contig_12562, contig_33173, contig_41945, contig_46687, contig_49826, contig_50407, contig_50417, contig_57579, contig_57805, contig_57806",9953,3039767,28904,0,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,s_Akkermansia sp015062005
MAG_303,"contig_16882, contig_16883, contig_16884, contig_16885, contig_22332, contig_22785, contig_23414, contig_38591, contig_57838, contig_6689",45814,2323327,6093,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_Scatovivens,s_Unspecified Scatovivens
MAG_304,"contig_10234, contig_25319, contig_45430, contig_48922, contig_49723, contig_50577, contig_52076, contig_53050, contig_53799, contig_53816, contig_56577",26323,3386913,8451,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Unspecified CAG-74,s_Unspecified CAG-74
MAG_305,"contig_10114, contig_12372, contig_13638, contig_21824, contig_49747, contig_57152, contig_57882, contig_58580, contig_59665, contig_9512",6470,904623,2260,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1750,g_SIG373,s_Unspecified SIG373
MAG_306,"contig_20746, contig_2786, contig_30045, contig_44440, contig_48619, contig_48628, contig_50067, contig_57781, contig_59241, contig_9452",3120,311835,582,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_307,"contig_15731, contig_15923, contig_21464, contig_28120, contig_35644, contig_44904, contig_50224, contig_55921, contig_57244, contig_60756",5688,541097,429,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Rikenellaceae,g_AlistipeA,s_AlistipeA indistinctus
MAG_308,"contig_21647, contig_23537, contig_27985, contig_33930, contig_41238, contig_42409, contig_45719, contig_50506, contig_53217, contig_59770",8311,739797,435,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_QALR01,s_Unspecified QALR01
MAG_309,"contig_17545, contig_18176, contig_32428, contig_38770, contig_40698, contig_41560, contig_47327, contig_47793, contig_47794, contig_52627",9137,628228,25937,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_31,"contig_14870, contig_18009, contig_18766, contig_23848, contig_25702, contig_29230, contig_29342, contig_33515, contig_35140, contig_35898, contig_41257, contig_42813, contig_45617, contig_49972, contig_51109, contig_51114, contig_51652, contig_51660, contig_52291, contig_53152, contig_53391, contig_53625, contig_56217, contig_58161, contig_60139, contig_675",13794,1765875,4160,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_NSJ-63,s_NSJ-63 sp014384805
MAG_310,"contig_18949, contig_22508, contig_27069, contig_30523, contig_52722, contig_53695, contig_57078, contig_58858, contig_6191",15933,1756192,1588,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Unspecified Phocaeicola
MAG_311,"contig_12216, contig_17173, contig_19973, contig_26686, contig_32400, contig_43087, contig_48895, contig_49246, contig_49859, contig_56104",8601,857779,765,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_312,"contig_12877, contig_15776, contig_32918, contig_43446, contig_46636, contig_50107, contig_50745, contig_50883, contig_51314, contig_53142",8392,958684,2239,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-448,s_Unspecified CAG-448
MAG_313,"contig_36767, contig_40395, contig_41891, contig_45118, contig_49741, contig_50556, contig_51319, contig_53702, contig_59282, contig_60004",12934,1077670,852,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UMGS1491,s_Unspecified UMGS1491
MAG_314,"contig_17118, contig_2031, contig_40674, contig_41180, contig_43007, contig_43971, contig_44860, contig_44873, contig_49272, contig_60844",3166,415299,498,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_315,"contig_1172, contig_1173, contig_13005, contig_13006, contig_18961, contig_23258, contig_25389, contig_31456, contig_38356, contig_59664",13775,1264848,3745,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Marinifilaceae,g_Butyricimonas,s_Butyricimonas virosa
MAG_316,"contig_10662, contig_12635, contig_16032, contig_28309, contig_31115, contig_39508, contig_43713, contig_44237, contig_55322, contig_7933",29951,3025799,2212,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_317,"contig_23003, contig_2352, contig_27090, contig_4255, contig_42948, contig_43340, contig_53760, contig_55989, contig_56208, contig_8614",7014,908847,797,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_318,"contig_14451, contig_14668, contig_16674, contig_50487, contig_51475, contig_52805, contig_54552, contig_55050, contig_59254, contig_9077",10915,647691,397,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_319,"contig_12273, contig_23007, contig_50046, contig_52038, contig_54517, contig_56978, contig_58718, contig_59850, contig_7789",11835,1657761,2201,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_32,"contig_12040, contig_14718, contig_17982, contig_20399, contig_24408, contig_30228, contig_32106, contig_32145, contig_32930, contig_43580, contig_49510, contig_50419, contig_50984, contig_52252, contig_52893, contig_53189, contig_54720, contig_54794, contig_56822, contig_56929, contig_57669, contig_58582, contig_59556, contig_60535, contig_7867, contig_9439",24901,2392885,3302,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_320,"contig_11901, contig_20186, contig_27004, contig_31508, contig_35427, contig_44890, contig_56968, contig_61063, contig_7356, contig_7357",1916,392490,5068,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_321,"contig_11805, contig_16835, contig_27003, contig_29748, contig_30955, contig_38037, contig_46681, contig_55597, contig_56050, contig_58790",23685,3098388,4050,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Limiplasma,s_Unspecified Limiplasma
MAG_322,"contig_21077, contig_21825, contig_22865, contig_24625, contig_34399, contig_46307, contig_49257, contig_53138, contig_55344, contig_59741",11772,2262439,5050,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_323,"contig_11899, contig_21256, contig_23945, contig_27781, contig_2888, contig_29138, contig_30944, contig_42811, contig_51591, contig_60684",7966,974222,3225,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
MAG_324,"contig_15287, contig_18434, contig_26335, contig_29142, contig_35466, contig_57495, contig_57879, contig_58601, contig_6627, contig_7221",6289,855922,2749,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_325,"contig_21774, contig_26433, contig_38395, contig_38595, contig_40494, contig_42577, contig_43201, contig_52354, contig_55932, contig_56371",4442,578897,677,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-138,g_UBA1685,s_UBA1685 sp002320595
MAG_326,"contig_15419, contig_1935, contig_24387, contig_27769, contig_32468, contig_36940, contig_43291, contig_52507, contig_53757, contig_60203",3018,401964,1578,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_UBA11524,s_Unspecified UBA11524
MAG_327,"contig_17718, contig_2149, contig_31269, contig_33815, contig_37655, contig_40317, contig_41502, contig_59072, contig_59869, contig_9911",4405,464875,1049,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_328,"contig_10932, contig_19801, contig_2077, contig_2610, contig_33245, contig_36383, contig_45365, contig_7631, contig_7632, contig_7734",5838,975039,887,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_SIG471,s_SIG471 sp015068285
MAG_329,"contig_12866, contig_20750, contig_22069, contig_54973, contig_55077, contig_55439, contig_56358, contig_57106, contig_636",9912,1517731,8523,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Anaerotignaceae,g_SIG274,s_Unspecified SIG274
MAG_33,"contig_11070, contig_1445, contig_16814, contig_21550, contig_24548, contig_26642, contig_26645, contig_30677, contig_30713, contig_31414, contig_31416, contig_31811, contig_37410, contig_37413, contig_3813, contig_3928, contig_46855, contig_46856, contig_46967, contig_54722, contig_54736, contig_55928, contig_9786, contig_9787, contig_9789",26520,3280506,16231,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-138,g_Unspecified CAG-138,s_Unspecified CAG-138
MAG_330,"contig_16692, contig_23822, contig_2613, contig_34450, contig_35338, contig_36632, contig_54611, contig_54977, contig_5711, contig_57658",15098,2576930,6875,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Unspecified Oscillospiraceae,s_Unspecified Oscillospiraceae
MAG_331,"contig_19571, contig_24584, contig_34604, contig_37963, contig_47205, contig_56674, contig_57144, contig_57250, contig_59284, contig_60672",24161,3004396,6067,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_Cryptobacteroides sp015060395
MAG_332,"contig_22051, contig_30998, contig_40237, contig_41508, contig_54315, contig_60656, contig_60936, contig_63",15963,2038333,6290,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Unspecified Christensenellales,g_Unspecified Christensenellales,s_Unspecified Christensenellales
MAG_333,"contig_18523, contig_18524, contig_25638, contig_2743, contig_37719, contig_46108, contig_46999, contig_47709, contig_51569, contig_60288",7712,595672,24102,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_334,"contig_11277, contig_20516, contig_2174, contig_27234, contig_31027, contig_39916, contig_42566, contig_4809, contig_54247, contig_6681",25406,3082661,29972,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_UBA4644,s_Unspecified UBA4644
MAG_335,"contig_20389, contig_22406, contig_2284, contig_2285, contig_23086, contig_23087, contig_23101, contig_45189, contig_910",26056,3752677,122855,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_336,"contig_10464, contig_11137, contig_13076, contig_2283, contig_55675, contig_56070, contig_56256, contig_58851, contig_59318, contig_6240",35777,3493033,5370,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_337,"contig_15793, contig_2245, contig_28024, contig_37046, contig_48704, contig_48976, contig_54525, contig_60291, contig_8605, contig_9616",35083,3557205,6230,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_UBA1381,f_UBA1381,g_Unspecified UBA1381,s_Unspecified UBA1381
MAG_338,"contig_22176, contig_25534, contig_29529, contig_46239, contig_54511, contig_54607, contig_54952, contig_980, contig_9833, contig_9834",17052,2279742,16015,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Heteroscilispira,s_Unspecified Heteroscilispira
MAG_339,"contig_10036, contig_10319, contig_12548, contig_14604, contig_1698, contig_17553, contig_2042, contig_20627, contig_28906, contig_31271",25589,2992955,19264,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SIG603,s_SIG603 sp017935165
MAG_34,"contig_13628, contig_1446, contig_21399, contig_23579, contig_23941, contig_27775, contig_29515, contig_37494, contig_38785, contig_39265, contig_39514, contig_39534, contig_44567, contig_46232, contig_50018, contig_50101, contig_51052, contig_5133, contig_52698, contig_53120, contig_53673, contig_56765, contig_57846, contig_58810, contig_9920",16616,1810600,2889,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_340,"contig_14378, contig_15451, contig_35561, contig_39261, contig_54882, contig_58104, contig_58105, contig_60503, contig_60920, contig_6582",25624,2558061,18510,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_341,"contig_17292, contig_17294, contig_19613, contig_22924, contig_30921, contig_41887, contig_4904, contig_52033, contig_53486, contig_57730",17241,2111211,8443,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_Unspecified Christensenellaceae,s_Unspecified Christensenellaceae
MAG_342,"contig_11522, contig_20097, contig_25920, contig_36724, contig_36856, contig_4330, contig_4642, contig_54080, contig_55972, contig_60272",14413,2367852,11374,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Pygmaiobacter,s_Unspecified Pygmaiobacter
MAG_343,"contig_13979, contig_22169, contig_3226, contig_3717, contig_43487, contig_43810, contig_4839, contig_4840, contig_54912, contig_56424",27354,2979681,16331,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_344,"contig_11452, contig_21701, contig_22697, contig_23602, contig_32056, contig_33979, contig_35825, contig_41240, contig_4950",9166,621775,2699,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_345,"contig_11206, contig_18012, contig_23633, contig_26851, contig_55323, contig_58211, contig_60536",8347,645076,615,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_346,"contig_13818, contig_15368, contig_15732, contig_19135, contig_19888, contig_19889, contig_33509, contig_37189, contig_49271",11655,905980,2119,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_347,"contig_141, contig_142, contig_21368, contig_41598, contig_4582, contig_5051, contig_57630, contig_57707, contig_58122",11667,1126968,6965,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_348,"contig_1482, contig_20722, contig_29831, contig_31245, contig_32615, contig_34646, contig_40737, contig_41008, contig_53989",2721,398538,1743,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_349,"contig_21069, contig_2708, contig_28258, contig_46032, contig_46705, contig_49678, contig_52725, contig_53333, contig_9847",1636,437084,1006,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_35,"contig_12692, contig_15509, contig_15692, contig_1592, contig_17712, contig_18644, contig_22256, contig_32864, contig_33088, contig_34464, contig_39946, contig_4176, contig_52280, contig_52815, contig_59622, contig_8946",5465,1259288,2537,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_350,"contig_10826, contig_11177, contig_26290, contig_27439, contig_29069, contig_35506, contig_58801, contig_8185, contig_8186",16797,1366212,3480,0,chromosome,d_Bacteria,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_RF32,f_UBA3637,g_RGIG4140,s_RGIG4140 sp017467335
MAG_351,"contig_13134, contig_33834, contig_37560, contig_37564, contig_4164, contig_52959, contig_5729, contig_58099, contig_59636",34042,2762104,5315,0,chromosome,d_Bacteria,k_Bacteria,p_Spirochaetota,c_Spirochaetia,o_Treponematales,f_Treponemataceae,g_Treponema_D,s_Treponema_D berlinense
MAG_352,"contig_21552, contig_34376, contig_40348, contig_41287, contig_43807, contig_55724, contig_57577, contig_58295, contig_59371",8372,1270244,2087,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA5905,s_Unspecified UBA5905
MAG_353,"contig_12206, contig_14011, contig_14020, contig_27144, contig_27176, contig_5802, contig_58577, contig_61112, contig_7728",8702,1119336,3270,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_354,"contig_28105, contig_32999, contig_43359, contig_4518, contig_51048, contig_53140, contig_57943, contig_58385, contig_58678",3570,615214,1248,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Unspecified CAG-74,s_Unspecified CAG-74
MAG_355,"contig_13881, contig_41579, contig_51180, contig_53495, contig_56730, contig_57690, contig_60057, contig_60187, contig_7657",5208,452862,2779,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_356,"contig_17406, contig_23346, contig_35786, contig_44002, contig_45134, contig_45190, contig_48118, contig_53754, contig_60321",4634,342861,6465,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_357,"contig_19069, contig_34232, contig_34907, contig_34910, contig_37860, contig_40755, contig_47020, contig_47023, contig_59580",28450,3429334,9871,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_QAMX01,g_RUG11797,s_RUG11797 sp015068345
MAG_358,"contig_30026, contig_37445, contig_4445, contig_47886, contig_52215, contig_54726, contig_60990, contig_6924, contig_9508",9743,1248642,2109,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Peptostreptococcales,f_Anaerovoracaceae,g_RGIG7179,s_Unspecified RGIG7179
MAG_359,"contig_24678, contig_33830, contig_35096, contig_37797, contig_44136, contig_50987, contig_51748, contig_53569, contig_8543",5683,578583,767,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
