Bin index,Kingdom,Phylum,Class,Order,Family,Genus,Species,Customized annotation
MAG_1654,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,,
MAG_1655,,,,,,,,
MAG_1656,,,,,,,,
MAG_1657,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,RUG14871,,
MAG_1658,,,,,,,,
MAG_1659,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,,
MAG_166,Bacteria,FirmicuteA,Clostridia,Christensenellales,UMGS416,Parachristensenella,,
MAG_1660,,,,,,,,
MAG_1661,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,,
MAG_1662,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,,
MAG_1663,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,RGIG3102 sp018109965,
MAG_1664,,,,,,,,
MAG_1665,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1666,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1667,,,,,,,,
MAG_1668,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1669,,,,,,,,
MAG_167,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,ER4,,
MAG_1670,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1449,,
MAG_1671,,,,,,,,
MAG_1672,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1449,,
MAG_1673,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1449,,
MAG_1674,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,RGIG5270,,
MAG_1675,,,,,,,,
MAG_1676,,,,,,,,
MAG_1677,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG77,,
MAG_1678,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp017521405,
MAG_1679,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_168,Bacteria,FirmicuteA,Clostridia,Christensenellales,,,,
MAG_1680,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_1681,,,,,,,,
MAG_1682,,,,,,,,
MAG_1683,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,CAG-448,,
MAG_1684,,,,,,,,
MAG_1685,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,UBA5489,UBA5489 sp017408305,
MAG_1686,,,,,,,,
MAG_1687,,,,,,,,
MAG_1688,,,,,,,,
MAG_1689,,,,,,,,
MAG_169,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1690,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RGIG2000,RGIG2000 sp017466455,
MAG_1691,,,,,,,,
MAG_1692,,,,,,,,
MAG_1693,,,,,,,,
MAG_1694,,,,,,,,
MAG_1695,,,,,,,,
MAG_1696,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1449,,
MAG_1697,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-1000,CAG-1000 sp900556025,
MAG_1698,,,,,,,,
MAG_1699,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,SIG622,SIG622 sp015065225,
MAG_17,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_170,Bacteria,Firmicutes,Bacilli,DSM-16016,Caldibacillaceae,RUG14133,RUG14133 sp902796085,
MAG_1700,,,,,,,,
MAG_1701,,,,,,,,
MAG_1702,,,,,,,,
MAG_1703,Bacteria,Firmicutes,Bacilli,RF39,UBA660,Aphodocola,,
MAG_1704,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1705,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1706,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1707,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1708,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1709,,,,,,,,
MAG_171,,,,,,,,
MAG_1710,,,,,,,,
MAG_1711,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,,
MAG_1712,,,,,,,,
MAG_1713,,,,,,,,
MAG_1714,Bacteria,FirmicuteA,Clostridia,UMGS1810,UMGS1810,RGIG1828,,
MAG_1715,Bacteria,FirmicuteA,Clostridia,UMGS1810,UMGS1810,RGIG1828,,
MAG_1716,,,,,,,,
MAG_1717,,,,,,,,
MAG_1718,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RGIG3701,RGIG3701 sp017939795,
MAG_1719,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RGIG3701,RGIG3701 sp017939795,
MAG_172,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,
MAG_1720,,,,,,,,
MAG_1721,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1722,,,,,,,,
MAG_1723,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1724,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1725,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1726,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1727,,,,,,,,
MAG_1728,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UBA644,,,
MAG_1729,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UBA644,RGIG995,,
MAG_173,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1730,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UBA644,RGIG995,,
MAG_1731,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UBA644,RGIG995,,
MAG_1732,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1733,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1734,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1735,,,,,,,,
MAG_1736,,,,,,,,
MAG_1737,,,,,,,,
MAG_1738,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900313295,
MAG_1739,Bacteria,Firmicutes,Bacilli,RFN20,CAG-826,RUG131,RUG131 sp900315885,
MAG_174,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_1740,,,,,,,,
MAG_1741,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG3009,RGIG3009 sp017440005,
MAG_1742,,,,,,,,
MAG_1743,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RUG12395,RUG12395 sp015064505,
MAG_1744,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RUG12395,RUG12395 sp015064505,
MAG_1745,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG3009,RGIG3009 sp017440005,
MAG_1746,,,,,,,,
MAG_1747,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1748,Bacteria,FirmicuteB,Dehalobacteriia,UBA4068,UBA5755,Avidehalobacter,,
MAG_1749,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_175,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1750,,,,,,,,
MAG_1751,Bacteria,FirmicuteB,Peptococcia,Peptococcales,Peptococcaceae,UBA7185,UBA7185 sp017547685,
MAG_1752,Bacteria,FirmicuteB,Peptococcia,Peptococcales,Peptococcaceae,UBA7185,UBA7185 sp017547685,
MAG_1753,,,,,,,,
MAG_1754,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,,
MAG_1755,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp900553545,
MAG_1756,,,,,,,,
MAG_1757,,,,,,,,
MAG_1758,,,,,,,,
MAG_1759,,,,,,,,
MAG_176,,,,,,,,
MAG_1760,,,,,,,,
MAG_1761,,,,,,,,
MAG_1762,,,,,,,,
MAG_1763,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1764,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1765,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,UBA1259,,
MAG_1766,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1767,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1768,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp015060335,
MAG_1769,,,,,,,,
MAG_177,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp015067765,
MAG_1770,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp015060335,
MAG_1771,,,,,,,,
MAG_1772,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp015060335,
MAG_1773,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_1774,,,,,,,,
MAG_1775,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp017937195,
MAG_1776,,,,,,,,
MAG_1777,Bacteria,FirmicuteB,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1778,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_1779,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_178,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1780,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_1781,Bacteria,FirmicuteB,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1782,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_1783,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_1784,,,,,,,,
MAG_1785,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp018110905,
MAG_1786,,,,,,,,
MAG_1787,,,,,,,,
MAG_1788,,,,,,,,
MAG_1789,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,UMGS1518,,
MAG_179,Bacteria,FirmicuteA,Clostridia,RUG12999,RUG12999,,,
MAG_1790,,,,,,,,
MAG_1791,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1792,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1793,,,,,,,,
MAG_1794,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1795,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1796,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,UBA5489,,
MAG_1797,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1174,UBA1174 sp900556855,
MAG_1798,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1174,,
MAG_1799,,,,,,,,
MAG_18,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_180,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_1800,,,,,,,,
MAG_1801,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_1802,,,,,,,,
MAG_1803,,,,,,,,
MAG_1804,Bacteria,FirmicuteB,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1805,Bacteria,FirmicuteB,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1806,,,,,,,,
MAG_1807,Bacteria,FirmicuteB,Dehalobacteriia,UBA7702,UBA7702,UBA7702,,
MAG_1808,Bacteria,FirmicuteB,Dehalobacteriia,UBA4068,UBA4068,RGIG3155,,
MAG_1809,,,,,,,,
MAG_181,Bacteria,Verrucomicrobiota,Kiritimatiellae,RFP12,UBA1067,UBA1067,,
MAG_1810,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,,,
MAG_1811,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,,,
MAG_1812,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,,,
MAG_1813,,,,,,,,
MAG_1814,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,,,
MAG_1815,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,,,
MAG_1816,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1817,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985,
MAG_1818,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985,
MAG_1819,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985,
MAG_182,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1820,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985,
MAG_1821,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_1822,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_1823,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp015060045,
MAG_1824,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp015060045,
MAG_1825,,,,,,,,
MAG_1826,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1827,,,,,,,,
MAG_1828,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1829,,,,,,,,
MAG_183,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_1830,,,,,,,,
MAG_1831,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,CAG-269,,
MAG_1832,,,,,,,,
MAG_1833,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1834,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1835,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1836,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1837,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_1838,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_1839,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_184,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,CAG-452,,
MAG_1840,,,,,,,,
MAG_1841,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1842,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1843,,,,,,,,
MAG_1844,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_1845,,,,,,,,
MAG_1846,,,,,,,,
MAG_1847,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,HGM04593 sp017407905,
MAG_1848,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG79,SIG79 sp017456805,
MAG_1849,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG79,SIG79 sp017456805,
MAG_185,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,Pelethomonas sp900555795,
MAG_1850,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_1851,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_1852,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_1853,,,,,,,,
MAG_1854,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_1855,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,SIG693,SIG693 sp017466495,
MAG_1856,,,,,,,,
MAG_1857,,,,,,,,
MAG_1858,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,UBA1784,UBA1784 sp015061625,
MAG_1859,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,UBA1784,UBA1784 sp015061625,
MAG_186,Bacteria,FirmicuteA,Clostridia,Oscillospirales,BX7,CAJFTX01,,
MAG_1860,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1861,,,,,,,,
MAG_1862,,,,,,,,
MAG_1863,,,,,,,,
MAG_1864,,,,,,,,
MAG_1865,,,,,,,,
MAG_1866,,,,,,,,
MAG_1867,,,,,,,,
MAG_1868,,,,,,,,
MAG_1869,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_187,,,,,,,,
MAG_1870,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_1871,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1872,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1873,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_1874,,,,,,,,
MAG_1875,Bacteria,FirmicuteA,Clostridia,Oscillospirales,JAAYXM01,RGIG7332,,
MAG_1876,,,,,,,,
MAG_1877,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1878,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1879,,,,,,,,
MAG_188,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,SIG640,SIG640 sp015064885,
MAG_1880,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp900546445,
MAG_1881,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp900546445,
MAG_1882,,,,,,,,
MAG_1883,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,,
MAG_1884,,,,,,,,
MAG_1885,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1886,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,SIG471,,
MAG_1887,,,,,,,,
MAG_1888,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Paralachnospira,,
MAG_1889,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Paralachnospira,,
MAG_189,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,UMGS687,UMGS687 sp900545735,
MAG_1890,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Paralachnospira,,
MAG_1891,,,,,,,,
MAG_1892,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1893,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1894,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1895,,,,,,,,
MAG_1896,,,,,,,,
MAG_1897,,,,,,,,
MAG_1898,,,,,,,,
MAG_1899,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_19,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RUG11130,RUG11130 sp017481265,
MAG_190,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Faecaligallichristensenella,,
MAG_1900,Bacteria,FirmicuteA,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_1901,,,,,,,,
MAG_191,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA941,,,
MAG_192,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_193,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,UBA11524,,
MAG_194,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,,
MAG_195,,,,,,,,
MAG_196,,,,,,,,
MAG_197,,,,,,,,
MAG_198,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,CAG-1024,,
MAG_199,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,Copromorpha,,
MAG_2,Bacteria,FirmicuteA,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,
MAG_20,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_200,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Aphodomonas,,
MAG_201,,,,,,,,
MAG_202,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_203,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_204,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,RuminococcuG,,
MAG_205,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,SIG701,,
MAG_206,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_207,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Choladousia,,
MAG_208,,,,,,,,
MAG_209,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,CoprococcuA,,
MAG_21,,,,,,,,
MAG_210,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RUG11142,,
MAG_211,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,RGIG8767,RGIG8767 sp017621115,
MAG_212,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_213,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_214,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,UBA2882,UBA2882 sp017626095,
MAG_215,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,SFJ001,,
MAG_216,,,,,,,,
MAG_217,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_218,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,,,
MAG_219,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,UBA1259,,
MAG_22,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira_A,,
MAG_220,,,,,,,,
MAG_221,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,SZUA-448,,
MAG_222,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_223,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_224,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,,
MAG_225,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp000434935,
MAG_226,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp015057005,
MAG_227,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RGIG2066,,
MAG_228,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RGIG3701,RGIG3701 sp017939795,
MAG_229,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,Fimisoma,,
MAG_23,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_230,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_231,,,,,,,,
MAG_232,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_233,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG1899,,
MAG_234,,,,,,,,
MAG_235,,,,,,,,
MAG_236,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,,
MAG_237,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Gallimonas,,
MAG_238,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG4131,RGIG4131 sp017536405,
MAG_239,,,,,,,,
MAG_24,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_240,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,UBA3766,,
MAG_241,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Firm-04,Firm-04 sp017533485,
MAG_242,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,,,
MAG_243,Bacteria,FirmicuteA,Clostridia,Oscillospirales,JAAYXM01,SIG480,,
MAG_244,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_245,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,UBA737 sp015066445,
