Contig index,The number of restriction sites,Contig length,Contig coverage
contig_42644,225,31426,145
contig_42645,832,118592,37
contig_42663,377,37271,80
contig_42675,378,46012,7
contig_42678,267,25493,103
contig_42690,174,26400,212
contig_42696,127,24513,10672
contig_4270,7763,1647527,341
contig_42700,198,18637,64
contig_42706,1014,74712,33
contig_42710,137,26507,1742
contig_42721,892,50050,170
contig_42725,613,132487,560
contig_42726,6341,688637,97
contig_4273,818,95857,62
contig_42734,978,105454,4
contig_42741,127,14433,9706
contig_42746,24383,2275492,253
contig_42748,9977,587818,49
contig_42752,72,7627,7
contig_42756,1297,100786,1910
contig_4276,527,102137,33
contig_42765,485,55896,71
contig_42779,264,36397,22
contig_42780,131,14205,193
contig_42781,1496,170965,211
contig_42787,779,106087,164
contig_4279,1113,144872,61
contig_42796,301,54863,290
contig_42797,273,46873,25897
contig_428,658,42874,261
contig_42800,1140,116688,47
contig_42801,159,23631,10
contig_42804,124,15333,36
contig_42806,264,20788,14
contig_42811,377,45226,306
contig_42813,963,128751,77
contig_42816,121,16492,130
contig_42817,68,11084,111
contig_42818,68,11113,1115
contig_42822,344,40616,8
contig_42830,32,3882,24
contig_42843,766,84019,749
contig_42845,1426,231544,2069
contig_4285,3746,485253,40
contig_42854,262,34573,124
contig_42857,719,95602,110
contig_42862,328,59692,62
contig_42865,446,49178,51
contig_42869,265,40669,236
contig_42874,1015,125037,36
contig_42879,443,61086,52
contig_42881,59,17354,62
contig_42882,392,48507,504
contig_42883,1048,272559,46
contig_42890,1243,106805,78
contig_42898,130,19518,18
contig_42900,143,18127,70
contig_42905,902,63459,493
contig_42906,354,26567,108
contig_4291,567,37611,536
contig_42917,827,187017,34
contig_42929,690,54311,96
contig_42932,170,39988,293
contig_42936,174,14638,208
contig_42945,85,12383,31
contig_42948,182,25199,366
contig_42949,322,21771,27
contig_42961,242,33266,28
contig_42964,405,36732,16
contig_42973,3102,188748,125
contig_42975,117,36326,615
contig_42977,181,25071,44
contig_42981,262,33895,143
contig_42984,293,44473,18
contig_42995,122,14292,32
contig_43000,721,70653,7
contig_43003,186,12559,45
contig_43007,299,40803,5064
contig_4301,3711,492528,204
contig_43017,333,87008,53
contig_43022,331,48401,288
contig_43025,200,28697,70
contig_43032,87,13230,3952
contig_43033,662,91822,93
contig_4304,292,50003,62
contig_43040,181,26302,27
contig_43045,183,38592,207
contig_4305,660,100255,354
contig_43051,758,63762,27
contig_43055,524,57089,21
contig_43059,98,6187,166
contig_43060,994,178477,46
contig_43075,554,58479,19
contig_43078,60,14307,90
contig_43081,365,35227,69
contig_43087,688,71415,1939
contig_43096,2132,255470,1363
contig_431,83,4328,65
contig_43106,1013,96140,89
contig_43107,394,51274,1130
contig_43111,173,18367,114
contig_43114,517,75001,83
contig_43115,282,40886,64
contig_43117,285,36047,517
contig_43120,602,95449,283
contig_43123,513,48594,51
contig_43124,116,20077,347
contig_43127,1458,184988,66
contig_43128,1173,133111,766
contig_4314,5377,425126,134
contig_43144,4458,227840,11
contig_43145,196,24556,53
contig_43147,429,48908,361
contig_43151,3277,299165,207
contig_43154,292,50247,5
contig_4316,550,40064,19
contig_43162,98,15411,25
contig_43164,247,30818,67
contig_43171,286,32062,505
contig_43172,191,21978,116
contig_43173,1221,147790,736
contig_43174,2799,361366,31
contig_43187,288,44489,550
contig_43188,773,46152,25
contig_43190,184,20184,18
contig_43192,350,39083,42
contig_43199,173,17305,26184
contig_432,1274,91460,65
contig_43201,463,61371,30
contig_43209,591,52735,47
contig_43211,1108,114049,130
contig_43216,401,26066,84
contig_43220,644,66880,166
contig_43231,1117,113241,33
contig_43245,375,35024,236
contig_43251,272,52046,28
contig_43255,342,34052,466
contig_43262,132,12659,92
contig_43264,307,35977,9
contig_4327,1002,110015,374
contig_43279,1394,185322,412
contig_4328,503,91431,434
contig_43280,1356,202680,2636
contig_43285,213,25465,43
contig_43291,264,35544,34
contig_43292,151,18796,47
contig_43296,470,56894,1672
contig_4330,2457,362374,6
contig_43316,142,21450,543
contig_43318,2404,286279,31
contig_43320,154,8348,96
contig_43321,188,42741,2266
contig_43322,3111,456446,15
contig_43331,178,22289,360
contig_43339,581,44453,17
contig_43340,144,17562,508
contig_43350,1989,220921,305
contig_43354,1825,189967,57
contig_43359,144,21521,29
contig_43364,132,16116,52
contig_43373,527,41565,1584
contig_4338,2083,241181,32
contig_43386,425,42500,863
contig_43390,2859,349971,46
contig_43394,137,17586,161
contig_43406,1101,108316,64
contig_43419,208,28508,57
contig_43432,652,44567,37
contig_43440,612,74313,67
contig_43441,612,74334,7
contig_43446,189,19287,98
contig_43452,332,60363,52
contig_43458,540,72027,95
contig_43466,478,59880,9
contig_43475,202,34089,8
contig_43477,330,75477,6
contig_43482,444,34553,243
contig_43487,1178,114370,9
contig_43490,60,7030,43
contig_43491,497,61705,23
contig_43496,137,17357,175
contig_43507,263,23533,872
contig_43517,4972,571242,57
contig_43521,396,49498,93
contig_43523,570,81106,2805
contig_43524,1637,116400,2
contig_43530,230,28474,102
contig_43538,944,102829,222
contig_4354,3126,189120,97
contig_4355,5064,280236,131
contig_43556,961,97524,1907
contig_43564,4045,483636,3027
contig_43565,11501,2070086,121
contig_43567,454,72834,125
contig_43574,468,78998,36
contig_43575,799,53455,91
contig_43576,158,17685,685
contig_43579,5741,580931,279
contig_43580,1498,154143,157
contig_43586,1596,151170,51
contig_43589,466,38057,28
contig_43594,449,56110,1425
contig_43606,411,43756,72
contig_43609,329,22462,22
contig_43613,80,12999,37
contig_43614,93,14128,22
contig_4362,190,28259,59
contig_43634,735,68381,405
contig_43636,304,26694,249
contig_43641,1237,134533,1110
contig_43646,216,32501,16
contig_43648,304,37344,59
contig_4365,986,53448,24
contig_43658,128,14612,88
contig_43662,434,42563,88
contig_43666,134,16701,164
contig_43672,456,43366,4
contig_43674,276,31061,5999
contig_43675,171,17497,67
contig_43677,388,40862,711
contig_4368,1934,113590,132
contig_43681,744,77094,17
contig_43682,891,51978,642
contig_43683,2161,136637,44
contig_43686,447,59694,52
contig_43695,390,69950,594
contig_43699,2623,220867,40
contig_43705,458,50204,1
contig_43706,770,45330,968
contig_43710,5494,525431,80
contig_43713,1232,124034,119
contig_43717,222,17153,98
contig_43744,203,23093,155
contig_43746,493,39440,299
contig_43748,334,19849,26
contig_4375,210,25592,74
contig_43752,393,47789,1431
contig_43759,63,21263,95
contig_4376,192,47807,174
contig_43763,1211,133027,492
contig_43769,583,131966,3341
contig_43770,183,42358,18469
contig_43776,1261,211663,1463
contig_43778,2543,349332,550
contig_43779,1965,282700,1047
contig_43780,656,91842,15
contig_43784,68,21240,20
contig_43787,274,27213,57
contig_43790,219,25516,38
contig_43796,225,30744,16477
contig_438,4634,440727,106
contig_43801,303,66274,670
contig_43803,62,16878,56
contig_43807,188,26792,19
contig_43808,98,21110,74508
contig_4381,21755,2626742,8
contig_43810,158,20225,80
contig_43814,566,62130,506
contig_43818,2371,329189,16
contig_4382,502,63260,133
contig_43821,109,39178,169
contig_43826,1010,90883,116
contig_43835,287,34382,359
contig_43837,276,58852,28883
contig_43853,201,11407,4
contig_43855,321,44828,194
contig_43863,123,21997,356
contig_43872,2291,322965,116
contig_43873,195,23979,32
contig_43875,248,27524,83
contig_43880,504,52220,53
contig_43886,104,27835,14
contig_4389,128,16353,58
contig_43894,282,30534,69
contig_439,126,19625,218
contig_4390,2653,237286,9412
contig_43905,8471,356070,1713
contig_4391,5600,834723,31
contig_43911,156,31842,718
contig_4392,1453,212689,21596
contig_4393,6106,750227,373
contig_43931,1728,212458,222
contig_43935,105,17154,755
contig_4394,2049,327458,3
contig_43944,314,33369,30
contig_43945,128,15566,2113
contig_4395,20455,1746943,36
contig_43959,220,31572,121
contig_4396,1098,124920,31700
contig_43966,7875,788877,65
contig_4397,1511,164632,92
contig_43970,290,48010,73
contig_43971,367,50553,574
contig_43979,3062,314824,459
contig_43980,639,45754,24
contig_43982,78,23351,47
contig_43987,160,19736,5008
contig_43988,568,73928,1645
contig_43993,3174,204117,603
contig_43994,2944,188031,16571
contig_43995,1642,119628,322
contig_43998,1543,113465,2270
contig_43999,1600,98082,1415
contig_44,1888,232289,1868087
contig_440,26068,3463603,814
contig_44000,1044,66845,713
contig_44002,421,34081,226
contig_44010,562,59375,55
contig_44011,1581,174735,798
contig_44012,558,49880,85
contig_4402,367,42489,102
contig_44030,343,50384,82
contig_44034,245,34388,295
contig_4404,1000,112034,145
contig_44041,97,26480,80
contig_44044,957,106716,56176
contig_44055,811,227485,108
contig_44059,504,48822,214
contig_4406,738,85283,40
contig_44065,392,51811,13769
contig_44067,370,23872,64
contig_44068,918,148614,407
contig_44079,2306,282769,71
contig_44090,1162,232694,144
contig_44099,1079,105124,379
contig_44100,1159,249350,5872
contig_4411,11700,1249202,6
contig_44114,178,18170,46906
contig_4412,23331,2519506,87
contig_44130,332,46919,1
contig_44132,441,125294,25
contig_44136,245,27533,68
contig_4414,494,72310,77
contig_44143,519,43955,2206
contig_4415,9135,899359,185
contig_44158,318,24479,64
contig_44162,66,12682,9
contig_44168,179,32738,102
contig_44170,361,46267,35
contig_44177,250,33556,93
contig_44181,474,53457,47
contig_44188,394,38372,1071
contig_44189,48,12435,10
contig_44194,141,16764,73
contig_4420,507,64018,36
contig_44203,143,17161,5372
contig_4421,15313,1520417,319
contig_44210,165,24728,45
contig_44212,106,12043,656
contig_44213,549,38669,89
contig_44218,1417,123700,25
contig_44219,432,45412,123
contig_4422,1617,202323,125
contig_44226,893,98308,84
contig_44237,2370,242281,63
contig_44247,482,29192,19
contig_44248,372,33302,672
contig_4425,3276,353485,592
contig_44252,972,117352,389
contig_44253,294,31237,98
contig_4426,389,50003,65
contig_44260,119,26909,53
contig_44269,145,21208,228
contig_44272,253,51457,15
contig_44274,129,14315,126
contig_4428,1405,161057,15
contig_44290,134,14100,68
contig_44292,144,19276,83
contig_44293,2134,130057,863
contig_443,3109,243106,107
contig_44310,956,138351,36
contig_44311,273,36128,56
contig_44315,194,23861,326
contig_44320,505,86473,125
contig_44322,207,20342,1112
contig_44326,1853,221804,26
contig_44328,530,34594,3446
contig_44331,765,67445,38
contig_44335,719,57620,20
contig_44337,145,15409,443
contig_44338,507,70903,185
contig_44356,203,14191,16
contig_44363,111,15284,7
contig_44366,104,34062,21
contig_44367,784,52380,382
contig_44375,4510,442778,185
contig_44383,879,94154,60
contig_44385,391,42632,21
contig_44388,576,55623,6994
contig_4439,1334,211045,230
contig_44390,203,14944,53
contig_44406,1151,72313,231
contig_44409,213,41680,224
contig_44416,4577,425190,1588
contig_4442,1930,221135,509
contig_44423,852,74270,83
contig_44428,321,31634,6
contig_44440,166,16413,981
contig_44446,185,16299,115
contig_4445,1465,184738,111
contig_44453,775,64049,17
contig_44457,159,20319,7783
contig_4446,4287,571996,1166
contig_44466,2872,385334,286
contig_44467,485,77406,6127
contig_44470,76,9936,47
contig_44480,180,20719,24
contig_44484,236,32898,462
contig_4449,2379,315811,30
contig_44492,106,15775,20
contig_44500,60,17488,181
contig_44501,1162,278997,107
contig_44507,1008,110212,87
contig_4451,257,32747,63
contig_44513,571,48674,114
contig_44520,285,41643,44
contig_44521,412,45628,45
contig_44522,221,25699,62
contig_44523,926,73655,364
contig_44526,3433,236874,110
contig_44536,102,30839,3315
contig_4454,6190,785040,75
contig_44544,631,72162,55
contig_4455,530,53300,122
contig_44553,183,21777,36
contig_44556,398,38663,3
contig_44558,244,33346,93
contig_44567,595,53255,14
contig_44584,778,89241,9792
contig_44585,17741,1662728,323
contig_44595,3438,368739,117
contig_44605,1330,158233,45
contig_44613,288,43716,57
contig_44629,219,43448,130
contig_44633,90,7885,42
contig_44639,170,18903,55
contig_4465,1517,175748,112
contig_44661,231,30313,117
contig_44664,539,66820,964
contig_4467,7516,854547,137
contig_44672,416,53646,201
contig_44674,200,37664,154
contig_4468,844,94862,47
contig_44685,1194,151249,772
contig_44694,1335,232853,62
contig_44697,99,25528,720
contig_447,3903,347431,4
contig_44702,165,12500,17
contig_44706,253,46898,27
contig_44709,108,18947,26
contig_44710,224,26322,78
contig_44712,142,24297,435
contig_44727,166,16543,70
contig_44732,1483,116594,13
contig_44736,2095,92759,5
contig_44738,199,19524,20
contig_44741,354,26413,107
contig_44743,450,47673,190
contig_44750,342,38873,766
contig_44753,1502,189780,134
contig_44754,1035,133629,75
contig_44767,194,15680,66
contig_44772,431,43989,75
contig_44780,221,26838,670
contig_44783,1025,91549,90
contig_44787,719,95339,192
contig_44789,543,72885,10
contig_44792,205,17882,828
contig_44796,1241,115217,43
contig_44799,218,48653,2401
contig_448,3941,441977,114
contig_44801,169,40042,236
contig_44807,463,111905,72
contig_4481,1736,193273,116
contig_44813,102,16301,4
contig_44818,140,21288,95
contig_44823,390,37249,84
contig_44824,876,91681,97
contig_44826,192,23078,943
contig_44827,1428,197393,8
contig_44830,642,33167,13
contig_44841,370,36825,301
contig_44852,2768,238839,1355
contig_44854,621,58674,358
contig_4486,5065,523589,78
contig_44860,382,48953,39
contig_44865,289,42750,25
contig_44867,245,24941,18
contig_4487,1523,153152,900
contig_44871,180,15575,62
contig_44873,451,57170,180
contig_44875,325,29165,8
contig_44884,295,41574,53
contig_44885,241,33636,353
contig_44888,3318,332173,438
contig_44890,31,36396,178
contig_44891,812,112677,62
contig_44899,720,51026,278
contig_4490,1541,177169,90
contig_44901,672,62853,34
contig_44902,550,49293,23
contig_44904,278,23470,170
contig_44908,317,48656,36
contig_44910,324,23262,83
contig_44911,764,90324,105
contig_44916,503,86922,4256
contig_44922,4166,488896,17
contig_44924,497,30484,4941
contig_44933,22615,2041403,20
contig_44944,334,60122,216
contig_44947,100,9200,941
contig_4496,4801,740492,16
contig_44964,135,13486,161
contig_44966,707,102696,23
contig_44973,227,57413,221
contig_44986,692,128181,913
contig_44987,228,28510,37
contig_44988,200,28992,644
contig_4499,4442,681636,15
contig_44990,112,23263,77
contig_45,253,38632,43
contig_45009,184,24503,497
contig_45010,890,153137,8
contig_45019,43,6620,1212
contig_45020,1429,272630,329
contig_45032,2727,208039,558
contig_4504,2344,360769,171
contig_45044,89,20929,751
contig_4505,6551,938614,87
contig_45056,190,20889,88
contig_4506,888,83902,29
contig_45082,155,16967,1719
contig_45085,246,30295,1756
contig_45088,482,56878,9798
contig_451,12103,1167938,332
contig_45101,1168,155654,200
contig_45115,1569,179420,120
contig_45118,2189,181842,235
contig_45119,3772,235925,1296
contig_45134,975,73676,178
contig_45141,1736,200953,129
contig_45143,1662,204914,25
contig_45145,585,72211,45
contig_45151,244,25684,74
contig_45159,821,58716,149
contig_45161,1395,157183,36
contig_45169,210,29567,1
contig_45170,134,22593,102
contig_45172,1120,167791,330
contig_45173,827,155798,225
contig_4518,577,95848,50
contig_45180,96,18888,63
contig_45186,601,55388,22
contig_45189,198,20628,469
contig_45190,186,16005,32
contig_45195,521,57970,297
contig_45199,1657,146949,18
contig_452,551,61306,385
contig_45204,148,15756,572
contig_45218,827,113390,64
contig_45219,149,15693,54
contig_45228,518,51292,125
contig_45233,527,48408,129
contig_45234,158,17314,92
contig_45235,370,44893,1491
contig_45244,370,44189,553
contig_45248,366,50280,284
contig_45250,309,39594,3173
contig_45258,11434,1060731,16
contig_45259,508,62721,47
contig_45260,861,105806,336
contig_45266,470,48798,106
contig_45272,215,68738,201
contig_45278,168,35453,77
contig_45281,141,16952,75
contig_45285,137,12305,303
contig_45286,155,17693,67
contig_45288,515,56600,738
contig_45289,278,45931,258
contig_45292,579,40782,7
contig_45294,201,18458,111
contig_45296,1171,127860,5
contig_45304,119,16897,70
contig_45311,248,27179,78
contig_45322,1153,130626,55
contig_4533,503,56994,135
contig_45339,419,52350,110
contig_45348,82,13368,41
contig_45350,342,33968,6211
contig_45357,9394,1167941,715
contig_45364,399,33315,87
contig_45365,158,24615,52
contig_45366,173,24163,2772
contig_4537,12333,2205754,121
contig_45377,740,112034,184
contig_45378,726,111623,253
contig_45379,455,78540,104
contig_45383,517,68870,25
contig_45384,608,69168,75
contig_45385,353,34750,103
contig_4539,407,43177,30
contig_45390,248,31750,31
contig_45395,200,24324,274
contig_45398,467,39550,38
contig_45399,179,21224,22895
contig_454,10065,868564,25436
contig_4540,29327,3743755,3467
contig_45400,739,66761,152
contig_45401,791,136098,134
contig_45405,467,75587,126
contig_45408,1044,110791,75
contig_4541,254,40225,44
contig_45417,77,22207,220
contig_45420,597,68753,81
contig_45429,203,56965,122
contig_45430,648,76771,20
contig_45440,194,18988,60
contig_45445,212,33691,25
contig_45457,254,33216,3337
contig_45466,154,11615,46
contig_45467,294,31459,32
contig_45475,152,14694,459
contig_45476,1215,209710,91
contig_45477,1141,119508,142
contig_45478,385,31859,37
contig_45496,537,46557,2421
contig_455,838,76875,768
contig_45503,195,19428,137
contig_45504,1064,116876,81
contig_45505,994,109978,7
contig_45506,84,9838,146
contig_4551,1546,323022,331
contig_45520,285,32574,55
contig_45525,294,38778,92837
contig_4553,18424,2484304,40
contig_45546,175,22243,544
contig_45549,1138,186263,122
contig_45552,808,118783,2
contig_45558,299,30026,142
contig_45564,557,66480,4014
contig_45567,1278,160818,43
contig_45569,147,20628,5581
contig_45579,9459,1149384,141
contig_4558,5107,580781,79
contig_45593,281,22568,105
contig_45595,203,26114,5069
contig_456,7713,912823,45
contig_45606,175,12777,47
contig_45617,165,24705,61
contig_45620,313,33873,151
contig_45625,838,152863,190
contig_45626,740,131899,334
contig_45627,1293,226937,66
contig_45628,856,88230,34
contig_45629,2306,121722,56
contig_4563,1466,84471,3098
contig_45631,108,17116,21
contig_45636,329,23811,420
contig_45638,131,15349,46
contig_45654,234,29020,39
contig_45664,247,23115,415
contig_45676,2122,355628,5
contig_45677,139,16203,90
contig_45678,42,13550,143
contig_45685,780,100032,1
contig_45693,222,20811,124
contig_45696,6236,379204,1976
contig_457,3247,328155,145
contig_45702,1903,162047,25
contig_45715,1340,78362,21
contig_45719,364,30140,143
contig_45720,270,52777,5
contig_45721,346,40375,382
contig_45725,395,133962,221
contig_45736,769,62006,20
contig_45748,216,27934,151
contig_45750,306,41140,89
contig_45758,255,29945,1064
contig_45759,3444,619202,618
contig_45761,650,137226,1459
contig_45765,2118,175519,13
contig_45768,171,17147,206
contig_45785,282,82193,243
contig_45786,4154,420895,252
contig_45794,294,61413,48
contig_45810,333,40960,3098
contig_4582,321,73259,268
contig_45821,835,155356,134
contig_45825,183,19777,126
contig_4584,719,136970,110
contig_45840,3047,176504,34
contig_45846,138,21864,72
contig_45853,629,84624,235
contig_45858,804,90504,35
contig_45864,1236,79917,120
contig_45869,784,70443,268
contig_45881,258,35664,41
contig_45882,1007,59809,18
contig_45884,202,16240,485
contig_4589,3641,401285,360
contig_45900,3018,299970,74
contig_45901,500,28733,264
contig_45903,1308,72242,77
contig_45907,159,27091,5
contig_45917,161,17925,83
contig_45920,1346,148601,400
contig_45926,1002,97145,98
contig_45928,565,29865,1153
contig_4593,14652,1554037,16
contig_45932,205,39837,688
contig_45935,381,39108,252
contig_4594,4920,617675,337
contig_45942,236,52683,184
contig_45943,1694,165423,37
contig_45948,569,53873,23
contig_45952,160,21578,63
contig_45953,122,28147,2334
contig_45958,2268,201965,69086
contig_4596,23130,2581174,75
contig_45961,453,48696,18
contig_45964,135,14463,45
contig_4597,790,65880,242
contig_45995,89,12592,357
contig_45997,392,61944,552
contig_46,1267,207934,98
contig_46005,226,31982,73
contig_46006,535,74436,44
contig_46007,93,19635,13
contig_46012,175,16581,26
contig_46013,246,55305,223
contig_46019,890,131862,133
contig_46024,210,16461,29
contig_46032,69,18594,7
contig_46034,132,16018,78
contig_46036,936,105597,543
contig_46039,206,19242,332
contig_46042,198,12328,30
contig_46044,1311,70873,183
contig_46047,840,127070,18
contig_4606,321,25055,17
contig_46069,219,20504,7
contig_46070,120,15506,71
contig_46074,320,58186,27
contig_46078,150,17763,1117
contig_4608,116,11639,279
contig_46080,312,20904,1767
contig_46089,1462,120896,8
contig_46100,167,15433,129
contig_46102,123,26221,1244
contig_46108,272,33530,25
contig_46120,378,34994,7
contig_46124,78,10829,119
contig_46126,921,106296,130
contig_46129,247,41515,197
contig_4613,376,33516,139
contig_46137,431,109677,154
contig_46139,128,41746,361
contig_46145,915,101815,88
contig_46146,228,29977,72
contig_4615,433,44779,108
contig_46151,366,63221,183
contig_46152,867,166311,17
contig_46153,227,21238,38
contig_46156,346,21817,175
contig_4616,993,107956,64
contig_46162,299,32791,24
contig_46165,314,42323,581
contig_4617,1037,107610,969
contig_46179,1040,147107,94
contig_46181,327,74814,153
contig_46184,1572,107765,474
contig_46187,394,40665,117
contig_46193,1162,108825,12298
contig_462,27527,2527021,52
contig_46201,153,22050,44
contig_46202,194,33351,212
contig_46208,533,53513,9894
contig_46212,3405,253290,74
contig_46214,494,42613,55
contig_46219,154,19076,18
contig_46223,286,41878,408
contig_46227,1711,198240,141
contig_46230,567,111494,125
contig_46232,720,71987,46
contig_46239,378,63298,3483
contig_46247,474,85830,15
contig_46248,146,14160,102
contig_4625,782,145547,196
contig_46251,301,32088,12307
contig_46259,10966,1266815,96
contig_46260,281,34349,19
contig_46291,661,60345,10
contig_46293,219,24020,45
contig_46297,144,21366,5856
contig_463,16528,1661969,17
contig_46300,448,47143,119
contig_46307,381,32324,393
contig_46309,1156,97193,11
contig_4631,310,61749,171
contig_46318,695,92472,35
contig_4632,574,73333,2453
contig_4634,750,126544,193
contig_4635,397,58693,738
contig_46351,2900,221562,81
contig_46353,1852,211725,38
contig_46359,372,34132,199
contig_4636,1077,161947,77
contig_46368,428,43207,71
contig_46370,240,13086,271
contig_46371,712,104656,159
contig_46374,3320,279300,656
contig_46378,239,27140,84
contig_4638,431,47458,6121
contig_46384,137,34610,298
contig_46385,1658,177487,613
contig_46388,735,144339,21
contig_4639,169,18541,42
contig_46391,173,22005,515
contig_46396,177,18047,21
contig_46404,320,26519,496
contig_4642,731,118525,827
contig_46420,349,27459,364
contig_46428,84,13939,50
contig_46434,130,22571,94
contig_46435,573,106072,29
contig_46440,296,21342,117
contig_46441,73,11826,18
contig_46449,278,36580,221
contig_46450,1837,219703,1012
contig_46453,6603,590267,412
contig_46456,18353,1581446,467
contig_46463,924,80091,1505
contig_46464,923,63042,18044
contig_46465,1264,277309,1346
contig_46475,4428,888147,367
contig_4648,493,52357,54
contig_46480,157,19650,104
contig_46501,521,68860,165
contig_46504,711,82121,17
contig_46505,94,17510,135
contig_46508,234,63141,41
contig_46509,119,20643,252
contig_4651,1056,143413,37
contig_46514,184,22973,215812
contig_4652,12352,3106467,18
contig_46523,249,35409,1816
contig_4653,593,73632,114
contig_46531,185,21560,728
contig_46538,2411,290697,115
contig_46546,50,13445,8
contig_46547,124,13576,323
contig_46549,3476,339860,5
contig_4655,274,37141,83
contig_46551,284,45401,43
contig_46552,404,30936,385
contig_46553,328,30683,20
contig_46554,256,44683,141
contig_46561,276,43945,37
contig_46567,242,33641,1870
contig_4658,4427,666350,794
contig_46593,2651,370683,267
contig_46597,525,35846,491
contig_46599,1944,295188,4539
contig_4660,1576,280272,172
contig_46602,359,29220,76
contig_46609,228,25469,468
contig_46610,688,122840,77
contig_46616,629,72710,133
contig_46620,155,11763,171
contig_46630,1404,118436,513
contig_46636,985,123759,68
contig_46637,1035,149163,23
contig_46638,57,13734,2
contig_46648,24,3131,12
contig_4665,250,24870,51
contig_46653,217,29102,1196
contig_46658,1509,223598,2840
contig_46665,3349,421903,16
contig_46671,173,18093,195
contig_46672,1153,133842,75
contig_46674,84,14047,351
contig_46678,3003,343344,106
contig_46680,237,37146,413
contig_46681,2069,282345,18
contig_46687,60,18475,83
contig_46691,756,99717,430
contig_4670,1426,180514,51
contig_46705,74,13361,38
contig_46706,267,23778,547
contig_46708,1794,144292,4800
contig_4671,15677,1355933,76
contig_46711,650,65169,25
contig_46713,123,14081,71
contig_46714,478,45588,198
contig_46724,1431,134233,29
contig_46725,161,22933,129
contig_46727,168,22894,102
contig_46728,582,76109,99
contig_4673,799,98729,61
contig_46744,258,41606,46
contig_46745,851,110097,53
contig_46748,324,37622,439
contig_46756,7877,743628,73
contig_46760,145,45371,100
contig_46761,381,57070,152
contig_46762,1057,150418,736
contig_46763,2054,306242,65
contig_46769,895,114597,153
contig_4677,4333,327747,1661
contig_46772,492,31031,60
contig_46773,175,31984,174363
contig_46777,27871,4011735,309
contig_46783,4843,480336,8
contig_46796,518,35802,53
contig_46798,459,47634,1002
contig_468,502,94913,1347
contig_46800,756,46393,114
contig_46808,644,76491,266
contig_46813,162,23773,539
contig_46821,1042,89457,701
contig_46823,15017,1488324,52
contig_46833,219,31730,26
contig_46836,404,34634,215
contig_46838,1076,166151,153
contig_46841,25,13293,903
contig_46843,441,34391,39
contig_46850,69,25298,29
contig_46851,206,21993,92
contig_46855,345,48136,39
contig_46856,402,47114,100
contig_46857,650,63109,81
contig_46860,497,59930,74
contig_46862,549,66238,7
contig_46865,221,20905,14
contig_46866,180,20102,118
contig_46877,776,96603,14
contig_46878,76,13419,70
contig_46880,169,21705,6
contig_46883,279,36382,358
contig_46884,1140,124039,116
contig_46892,227,30487,159
contig_46893,1221,84399,65
contig_46894,473,114285,51
contig_46899,75,10197,100
contig_46902,1637,106394,61
contig_46906,331,44652,155
contig_46907,731,58959,19
contig_46911,199,19409,31
contig_46915,240,20803,9
contig_46919,181,17823,168
contig_46923,148,34251,25
contig_46925,464,57560,186
contig_46930,1081,127160,1469
contig_46935,2204,310867,26
contig_46951,700,63589,77
contig_46953,195,13629,44
contig_46954,163,27915,77
contig_46967,378,52451,43
contig_46972,653,68383,58
contig_46979,306,28083,34
contig_46997,273,23744,16744
contig_46999,1840,124984,31
contig_47007,101,15128,108
contig_47008,779,81900,206
contig_47010,1025,117107,222
contig_47015,350,34213,126
contig_47020,565,68695,1636
contig_47021,1604,190771,20
contig_47022,182,28493,623
contig_47023,1398,167927,1953
contig_47025,3757,441958,249
contig_47035,1230,121271,72
contig_47041,439,56057,32
contig_47050,61,11989,35
contig_47098,172,21151,85
contig_471,270,46895,705
contig_47104,3818,628342,125
contig_4711,872,87697,573
contig_4712,3983,382078,66
contig_4714,797,84323,376
contig_47146,678,123129,680
contig_47155,629,77707,29
contig_47158,556,71637,72
contig_47167,503,76637,342
contig_47168,566,90824,29
contig_4717,1164,143622,146
contig_47170,635,75923,146
contig_47177,927,113767,16
contig_47185,197,17519,46
contig_47190,341,25441,8
contig_47199,432,38576,83
contig_472,542,77707,123
contig_47202,690,75660,588
contig_47203,308,25696,256
contig_47205,982,122768,175
contig_47208,352,30515,1043
contig_47221,1232,194873,1661
contig_47226,111,30231,37
contig_47227,443,54432,305
contig_47228,390,22500,318
contig_47240,3164,248399,1088
contig_47242,1050,146781,26
contig_47248,69,9930,20
contig_47252,134,12528,16
contig_47268,178,25600,92
contig_4727,380,44453,1791
contig_47272,2597,357734,154
contig_47278,555,108454,7
contig_47285,220,23168,34
contig_47288,461,39085,2819
contig_4729,8906,1479915,136
contig_47291,755,115988,124
contig_47296,1021,112382,47
contig_47298,341,36560,124
contig_4730,1005,88911,2401
contig_47304,504,41528,5662
contig_4731,21227,2231652,170
contig_47316,480,83759,116
contig_47317,304,33876,107
contig_47318,185,24311,197
contig_47327,694,50604,239
contig_4733,2821,356555,174
contig_47331,245,15602,50
contig_47338,355,46371,95
contig_47340,315,74100,185
contig_47344,2494,213572,78
contig_47345,162,15225,46
contig_47347,531,64768,130
contig_47354,287,26744,102
contig_47364,276,39519,132
contig_47365,292,53747,389
contig_47372,3288,331392,1036
contig_4738,1557,187179,84
contig_47383,529,55184,67
contig_47391,686,68291,60
contig_47393,164,19434,12
contig_47396,265,50262,11
contig_47409,196,31115,123
contig_47414,1453,163175,153
contig_47418,743,76277,27
contig_47419,129,16110,109
contig_47420,483,65108,193
